"locality","verbatimLocality","stationNumber","siteNumber","eventDate","verbatimCoordinateSystem","verbatimCoordinates","decimalLatidude","decimalLongitude","geodeticDatum","eventID","scientificName","organismQuantity"
"Setesdal_site9_plot_9","I9",9,"Exclosure",2012,"UTM unknown sone","400964 6544437",5902789682120,727468684690,"WGS1452","4f768e4c-ce69-46eb-a6d7-ae10b52e97ae","Trientalis europea",18.75
"Setesdal_site9_plot_10","I10",10,"Exclosure",2012,"UTM unknown sone","400967 6544441",5902793342280,727473728398,"WGS1453","1e5b21e9-bcf1-481e-869a-4a20219964d1","Trientalis europea",6.25
"Setesdal_site9_plot_11","I11",11,"Browsed",2012,"UTM unknown sone","400908 6544428",5902780304600,727371582864,"WGS1454","8e732ab8-1520-4b10-8539-58fb5dea2bd6","Trientalis europea",68.75
"Setesdal_site9_plot_12","I12",12,"Browsed",2012,"UTM unknown sone","400916 6544435",5902786773740,727385197429,"WGS1455","40ce5368-a34f-4cdf-9239-c5f5b8a3c88e","Trientalis europea",62.5
"Setesdal_site9_plot_13","I13",13,"Browsed",2012,"UTM unknown sone","400919 6544425",5902777866790,727390870897,"WGS1456","96129e66-f0af-40ec-8ba8-e7cea4c72912","Trientalis europea",37.5
"Setesdal_site9_plot_14","I14",14,"Browsed",2012,"UTM unknown sone","400916 6544431",5902783183130,727385377393,"WGS1457","8c01c9b6-5663-405d-b972-c5f63904c015","Trientalis europea",25
"Setesdal_site9_plot_15","I15",15,"Browsed",2012,"UTM unknown sone","400915 6544433",5902784955240,727383546221,"WGS1458","39c5ff34-3053-4626-9aec-284bb8b897e9","Trientalis europea",75
"Setesdal_site9_plot_16","I16",16,"Browsed",2012,"UTM unknown sone","400911 6544442",5902792941330,727376176520,"WGS1459","af5c2dbd-205c-435a-bfc3-e80d760f4202","Trientalis europea",12.5
"Setesdal_site9_plot_17","I17",17,"Browsed",2012,"UTM unknown sone","400909 6544439",5902790201980,727372829115,"WGS1460","eead2482-b19c-46f0-8201-bb12bb7f3f27","Trientalis europea",50
"Setesdal_site9_plot_18","I18",18,"Browsed",2012,"UTM unknown sone","400903 6544410",5902764030870,727363686862,"WGS1461","57a69937-0d97-4293-953d-7e6f7ab3745c","Trientalis europea",50
"Setesdal_site9_plot_19","I19",19,"Browsed",2012,"UTM unknown sone","400901 6544428",5902780142220,727359394551,"WGS1462","27845dd4-ce0d-485b-9c2b-ade922453e62","Trientalis europea",18.75
"Setesdal_site9_plot_20","I20",20,"Browsed",2012,"UTM unknown sone","400915 6544443",5902793931770,727383096305,"WGS1463","525ec699-2f0c-4073-9343-7b13ee882689","Trientalis europea",81.25
"Setesdal_site10_plot_1","J1",1,"Exclosure",2012,"UTM unknown sone","401202 6544562",5902907400060,727877481569,"WGS1464","725346b4-0253-4734-a125-ee6c6803035c","Trientalis europea",37.5
"Setesdal_site10_plot_2","J2",2,"Exclosure",2012,"UTM unknown sone","401201 6544572",5902916353480,727875291658,"WGS1465","de32ed97-8823-43da-80af-502cc32cc186","Trientalis europea",31.25
"Setesdal_site10_plot_3","J3",3,"Exclosure",2012,"UTM unknown sone","401203 6544560",5902905627880,727879312554,"WGS1466","cad59ce5-710c-48ff-8857-8fb13bec314d","Trientalis europea",87.5
"Setesdal_site10_plot_4","J4",4,"Exclosure",2012,"UTM unknown sone","401206 6544582",5902925445670,727883549328,"WGS1467","886d224b-6be9-4505-8e12-a757053db8ce","Trientalis europea",50
"Setesdal_site10_plot_5","J5",5,"Exclosure",2012,"UTM unknown sone","401206 6544574",5902918264430,727883908236,"WGS1468","3a163807-340f-473f-a665-4f9e69d0d46b","Trientalis europea",56.25
"Setesdal_site10_plot_6","J6",6,"Exclosure",2012,"UTM unknown sone","401207 6544580",5902923673490,727885380320,"WGS1469","cff86dc5-8222-46b9-bccb-7dac43bc6881","Trientalis europea",93.75
"Setesdal_site10_plot_7","J7",7,"Exclosure",2012,"UTM unknown sone","401214 6544562",5902907677590,727898376649,"WGS1470","ebc1e519-ec57-415e-9155-1aa0e55107df","Trientalis europea",31.25
"Setesdal_site10_plot_8","J8",8,"Exclosure",2012,"UTM unknown sone","401216 6544554",5902900542600,727902218030,"WGS1471","2b96310c-ba4d-4dbb-bfe7-4ba0892f103e","Trientalis europea",43.75
"Setesdal_site10_plot_9","J9",9,"Exclosure",2012,"UTM unknown sone","401219 6544553",5902899714320,727907486646,"WGS1472","2cdffbb9-db7c-4e07-af35-236616cf368f","Trientalis europea",6.25
"Setesdal_site10_plot_10","J10",10,"Exclosure",2012,"UTM unknown sone","401215 6544593",5902935528020,727898727263,"WGS1473","fa6c131a-438e-4f3a-a0c5-2bf561414430","Trientalis europea",87.5
"Setesdal_site10_plot_11","J11",11,"Browsed",2012,"UTM unknown sone","401152 6544582",5902924196420,727789521023,"WGS1474","b8c9fe91-293d-4422-885e-d2bc5eee1849","Trientalis europea",43.75
"Setesdal_site10_plot_13","J13",13,"Browsed",2012,"UTM unknown sone","401157 6544594",5902935083980,727797688712,"WGS1476","88d4f609-4975-47c6-8731-d8a39a8dc079","Trientalis europea",12.5
"Setesdal_site10_plot_14","J14",14,"Browsed",2012,"UTM unknown sone","401169 6544597",5902938054600,727818449308,"WGS1477","17bbf0c5-c0c6-42fb-be95-2fbc1e7fa16c","Trientalis europea",43.75
"Setesdal_site10_plot_15","J15",15,"Browsed",2012,"UTM unknown sone","401165 6544592",5902933473770,727811708636,"WGS1478","57b3f5a0-6891-4301-9414-5e7d3fac0022","Trientalis europea",62.5
"Setesdal_site10_plot_16","J16",16,"Browsed",2012,"UTM unknown sone","401158 6544581",5902923437600,727800013494,"WGS1479","6461208f-5f71-4e59-ac1a-9889e35e21e3","Trientalis europea",81.25
"Setesdal_site10_plot_17","J17",17,"Browsed",2012,"UTM unknown sone","401158 6544588",5902929721190,727799699295,"WGS1480","be1936f8-b9d7-4a5f-a90e-cc4ac592f771","Trientalis europea",81.25
"Setesdal_site10_plot_18","J18",18,"Browsed",2012,"UTM unknown sone","401162 6544578",5902920837190,727807113200,"WGS1481","72aca9e4-3b98-4bcc-aea6-cff6afd0eebc","Trientalis europea",6.25
"Setesdal_site10_plot_19","J19",19,"Browsed",2012,"UTM unknown sone","401162 6544574",5902917246580,727807292733,"WGS1482","1129f933-ab0b-4ed2-9366-a80b6b2de5e2","Trientalis europea",12.5
"Setesdal_site10_plot_20","J20",20,"Browsed",2012,"UTM unknown sone","401164 6544576",5902919088160,727810685490,"WGS1483","b5f61b4e-8ac8-4482-85b1-c4b5bb3266f2","Trientalis europea",18.75
"Setesdal_site1_plot_5","A5",5,"Exclosure",2000,"UTM unknown sone","386557 6544806",5902762601040,702367318716,"WGS88","cf3cbc12-20e4-4afa-8553-3840f360ec31","Trifolium repens",12.5
"Setesdal_site2_plot_9","B9",9,"Exclosure",2000,"UTM unknown sone","389955 6544657",5902717749420,708290635083,"WGS112","735a7f76-8aec-4f02-9d5f-20965c72d44d","Trifolium repens",6.25
"Setesdal_site4_plot_4","D4",4,"Exclosure",2000,"UTM unknown sone","392613 6548484",5906220426340,712731418940,"WGS147","af0cfe07-4c51-41eb-8c80-de640858b373","Trifolium repens",25
"Setesdal_site8_plot_2","H2",2,"Exclosure",2006,"UTM unknown sone","400567 6545094",5903370215660,726747764089,"WGS825","b6e07142-6978-4651-9402-c28fb984fe0b","Trifolium repens",6.25
"Setesdal_site5_plot_2","E2",2,"Exclosure",2010,"UTM unknown sone","392758 6549558",5907188070970,712931684781,"WGS1165","b16bece7-c861-42bb-9f95-54399a97c24c","Trifolium repens",12.5
"Setesdal_site1_plot_1","A1",1,"Exclosure",2000,"UTM unknown sone","386557 6544826",5902780551560,702366288533,"WGS84","6abbba96-565a-44b2-8645-8547b92234f6","Vaccinium myrtillus",100
"Setesdal_site1_plot_2","A2",2,"Exclosure",2000,"UTM unknown sone","386558 6544808",5902764422640,702368956632,"WGS85","01522d94-5885-433b-9a25-a1996e44250c","Vaccinium myrtillus",100
"Setesdal_site1_plot_3","A3",3,"Exclosure",2000,"UTM unknown sone","386568 6544837",5902790716440,702384872345,"WGS86","33469b04-bf13-4645-be09-7e284ddcd249","Vaccinium myrtillus",100
"Setesdal_site1_plot_4","A4",4,"Exclosure",2000,"UTM unknown sone","386552 6544831",5902784906410,702357326264,"WGS87","d9fa7c8f-b934-4e39-8440-852e45fdbe8b","Vaccinium myrtillus",100
"Setesdal_site1_plot_5","A5",5,"Exclosure",2000,"UTM unknown sone","386557 6544806",5902762601040,702367318716,"WGS88","cf3cbc12-20e4-4afa-8553-3840f360ec31","Vaccinium myrtillus",100
"Setesdal_site1_plot_6","A6",6,"Exclosure",2000,"UTM unknown sone","386561 6544824",5902778862730,702373355316,"WGS89","3b1b7e30-6ce6-4a5c-b713-a9c393bacdaf","Vaccinium myrtillus",100
"Setesdal_site1_plot_7","A7",7,"Exclosure",2000,"UTM unknown sone","386563 6544828",5902782505940,702376631172,"WGS90","669f6e39-f3c3-421c-8d5a-ca5337d1493d","Vaccinium myrtillus",100
"Setesdal_site1_plot_8","A8",8,"Exclosure",2000,"UTM unknown sone","386564 6544834",5902787917650,702378063076,"WGS91","c7d28a2b-d340-4099-afbf-86af833a310e","Vaccinium myrtillus",43.75
"Setesdal_site1_plot_9","A9",9,"Exclosure",2000,"UTM unknown sone","386566 6544828",5902782585600,702381854001,"WGS92","4d1f970c-8aab-42a8-8053-b56c68e49f64","Vaccinium myrtillus",93.75
"Setesdal_site1_plot_10","A10",10,"Exclosure",2000,"UTM unknown sone","386562 6544829",5902783376910,702374838721,"WGS93","401d1cae-53d5-4d97-8323-ec248adc488b","Vaccinium myrtillus",100
"Setesdal_site1_plot_11","A11",11,"Browsed",2000,"UTM unknown sone","386651 6544802",5902761506070,702531172419,"WGS94","c532366d-30e5-411e-bad2-2502881d3eba","Vaccinium myrtillus",93.75
"Setesdal_site1_plot_12","A12",12,"Browsed",2000,"UTM unknown sone","386665 6544811",5902769955250,702555082360,"WGS95","91dd13a3-561a-45d6-b15c-95754b292215","Vaccinium myrtillus",93.75
"Setesdal_site1_plot_13","A13",13,"Browsed",2000,"UTM unknown sone","386668 6544836",5902792473030,702559018698,"WGS96","505480c2-297b-4844-abf0-808b08a58c28","Vaccinium myrtillus",100
"Setesdal_site1_plot_14","A14",14,"Browsed",2000,"UTM unknown sone","386655 6544803",5902762509730,702538084691,"WGS97","34c5343a-591d-4f57-a6d7-0b736d23b195","Vaccinium myrtillus",100
"Setesdal_site1_plot_15","A15",15,"Browsed",2000,"UTM unknown sone","386662 6544809",5902768080610,702549962467,"WGS98","94717616-4656-4edf-87ff-006d8d8dc7f5","Vaccinium myrtillus",100
"Setesdal_site1_plot_16","A16",16,"Browsed",2000,"UTM unknown sone","386657 6544840",5902795771300,702539662391,"WGS99","4a6be396-ff36-4cc1-9691-c5e11cc0530e","Vaccinium myrtillus",100
"Setesdal_site1_plot_17","A17",17,"Browsed",2000,"UTM unknown sone","386661 6544839",5902794979900,702546677660,"WGS100","d73ff811-98cb-4768-b0f8-e56ebfa6e2a5","Vaccinium myrtillus",87.5
"Setesdal_site1_plot_18","A18",18,"Browsed",2000,"UTM unknown sone","386660 6544834",5902790465730,702545194024,"WGS101","75f938ed-1305-4da1-a82e-92ae097c4426","Vaccinium myrtillus",100
"Setesdal_site1_plot_19","A19",19,"Browsed",2000,"UTM unknown sone","386663 6544815",5902773492300,702551394639,"WGS102","447096b0-dcb5-4722-bbf4-377baa809568","Vaccinium myrtillus",100
"Setesdal_site1_plot_20","A20",20,"Browsed",2000,"UTM unknown sone","386660 6544806",5902765334970,702546634979,"WGS103","e53fb402-fb63-40d3-a28d-6088db00c38d","Vaccinium myrtillus",100
"Setesdal_site2_plot_1","B1",1,"Exclosure",2000,"UTM unknown sone","389962 6544671",5902730495540,708302122418,"WGS104","cd23aba0-828d-4b64-998d-30347a2c0191","Vaccinium myrtillus",100
"Setesdal_site2_plot_2","B2",2,"Exclosure",2000,"UTM unknown sone","389966 6544677",5902735983920,708308786569,"WGS105","6ca5f840-18a6-4921-9287-de3fd0944ab9","Vaccinium myrtillus",100
"Setesdal_site2_plot_3","B3",3,"Exclosure",2000,"UTM unknown sone","389967 6544687",5902744985260,708310027949,"WGS106","3d26ceb6-3a51-474d-b0ab-b3027f7914e5","Vaccinium myrtillus",100
"Setesdal_site2_plot_4","B4",4,"Exclosure",2000,"UTM unknown sone","389968 6544680",5902738728110,708312118652,"WGS107","3319be1c-bdf8-42a9-a9d5-91c683559d10","Vaccinium myrtillus",100
"Setesdal_site2_plot_5","B5",5,"Exclosure",2000,"UTM unknown sone","389964 6544684",5902742215310,708304954877,"WGS108","51a28ef6-0eb8-4c3b-ab45-dfde55979a7e","Vaccinium myrtillus",81.25
"Setesdal_site2_plot_6","B6",6,"Exclosure",2000,"UTM unknown sone","389962 6544679",5902737676010,708301722721,"WGS109","6291ee17-7523-4fc0-ad31-37bdb740354f","Vaccinium myrtillus",100
"Setesdal_site2_plot_7","B7",7,"Exclosure",2000,"UTM unknown sone","389964 6544669",5902728751940,708305704297,"WGS110","d7bcba81-6027-40b7-9bea-e9a026c6ddb8","Vaccinium myrtillus",75
"Setesdal_site2_plot_8","B8",8,"Exclosure",2000,"UTM unknown sone","389964 6544666",5902726059270,708305854180,"WGS111","327f0931-6595-4305-961d-49086fa2f52f","Vaccinium myrtillus",81.25
"Setesdal_site2_plot_9","B9",9,"Exclosure",2000,"UTM unknown sone","389955 6544657",5902717749420,708290635083,"WGS112","735a7f76-8aec-4f02-9d5f-20965c72d44d","Vaccinium myrtillus",68.75
"Setesdal_site2_plot_10","B10",10,"Exclosure",2000,"UTM unknown sone","389958 6544655",5902716031580,708295957924,"WGS113","c90056c7-132a-4155-ba8d-8d1883bdc299","Vaccinium myrtillus",93.75
"Setesdal_site2_plot_11","B11",11,"Browsed",2000,"UTM unknown sone","390002 6544606",5902673184380,708375007855,"WGS114","95a7fef8-2d3b-4485-b477-3168bfbe3221","Vaccinium myrtillus",100
"Setesdal_site2_plot_12","B12",12,"Browsed",2000,"UTM unknown sone","390008 6544609",5902676031540,708385303737,"WGS115","1de6787c-8297-4a78-8327-ebff5640a9d0","Vaccinium myrtillus",100
"Setesdal_site2_plot_13","B13",13,"Browsed",2000,"UTM unknown sone","390015 6544604",5902671723960,708397740077,"WGS116","5d9fc2e4-7b36-4f8a-adf1-0902d10e405c","Vaccinium myrtillus",87.5
"Setesdal_site2_plot_14","B14",14,"Browsed",2000,"UTM unknown sone","390019 6544610",5902677212290,708404404269,"WGS117","17adaaed-e2fb-46c2-b9cf-3a4662a6bbae","Vaccinium myrtillus",100
"Setesdal_site2_plot_15","B15",15,"Browsed",2000,"UTM unknown sone","390015 6544618",5902684289780,708397040971,"WGS118","99ce910e-31da-4d1f-865d-9de14be07324","Vaccinium myrtillus",93.75
